customer_id,order_date,revenue
C00543,2025-05-19,1069.82
C00544,2025-05-17,1056.45
C00545,2025-05-22,784.5
C00546,2025-05-09,2505.03
C00547,2025-05-12,2278.25
C00548,2025-05-17,1086.41
C00549,2025-05-04,2808.06
C00549,2025-06-28,1300.51
C00550,2025-05-13,406.25
C00551,2025-05-05,1449.92
C00552,2025-05-03,2870.25
C00553,2025-05-08,1487.84
C00554,2025-05-04,551.9
C00555,2025-05-26,2151.35
C00555,2025-06-03,2959.26
C00555,2025-07-10,766.69
C00556,2025-05-10,1616.82
C00557,2025-05-15,3167.49
C00558,2025-05-28,3493.46
C00559,2025-05-06,409.42
C00560,2025-05-22,2856.53
C00561,2025-05-01,2738.54
C00562,2025-05-08,3999.78
C00563,2025-05-21,661.48
C00563,2025-06-09,3676.94
C00564,2025-05-23,2806.45
C00565,2025-05-20,899.45
C00565,2025-06-10,877.9
C00566,2025-05-18,1450.39
C00567,2025-05-06,2388.83
C00567,2025-06-16,2951.55
C00567,2025-07-14,2779.49
C00568,2025-06-04,3386.82
C00569,2025-06-10,3633.96
C00570,2025-06-19,2547.33
C00570,2025-07-08,2819.96
C00570,2025-08-11,1077.51
C00571,2025-06-24,3680.49
C00572,2025-06-24,1756.45
C00573,2025-06-27,1116.96
C00574,2025-06-12,3801.54
C00575,2025-06-11,2859.0
C00576,2025-06-27,3403.88
C00577,2025-06-17,500.91
C00578,2025-06-14,2790.55
C00579,2025-06-25,772.29
C00580,2025-06-02,3823.51
C00581,2025-06-18,1266.43
C00582,2025-06-25,2658.81
C00583,2025-06-08,3865.34
C00583,2025-07-12,1823.06
C00583,2025-08-10,807.6
C00584,2025-06-16,2780.24
C00584,2025-07-08,321.76
C00585,2025-06-05,3762.62
C00586,2025-06-10,793.58
C00587,2025-06-19,2384.09
C00588,2025-06-27,736.49
C00589,2025-06-06,2804.99
C00589,2025-07-15,3406.1
C00590,2025-06-07,723.57
C00590,2025-07-12,2100.45
C00590,2025-08-09,1424.44
C00590,2025-09-10,1957.67
C00590,2025-10-11,1946.77
C00591,2025-06-10,921.95
C00591,2025-07-01,2033.49
C00592,2025-06-16,610.7
C00593,2025-06-24,2385.52
C00593,2025-07-16,3839.91
C00594,2025-06-26,2309.37
C00594,2025-07-03,2684.67
C00595,2025-06-24,2714.63
C00595,2025-07-08,589.14
C00596,2025-06-01,3165.42
C00597,2025-06-10,1661.18
C00598,2025-06-17,3429.18
C00599,2025-06-06,678.06
C00600,2025-06-10,3046.6
C00601,2025-06-06,2695.03
C00602,2025-06-08,1663.55
C00603,2025-06-12,3399.94
C00603,2025-07-02,452.64
C00604,2025-06-21,3707.99
C00605,2025-06-13,3649.22
C00606,2025-06-16,1865.03
C00607,2025-06-10,2529.71
C00608,2025-06-05,2845.54
C00608,2025-07-15,2656.0
C00609,2025-06-02,3447.48
C00610,2025-06-07,2974.92
C00610,2025-07-27,2559.74
C00611,2025-06-17,1874.14
C00611,2025-07-22,504.6
C00612,2025-06-11,532.06
C00612,2025-07-27,952.24
C00613,2025-06-13,1394.24
C00614,2025-06-19,2798.47
C00615,2025-06-16,614.65
C00616,2025-06-15,1884.99
C00617,2025-06-21,3502.05
C00618,2025-06-20,2593.52
C00619,2025-06-02,2974.24
C00620,2025-06-22,1399.04
C00621,2025-06-12,2078.71
C00622,2025-06-10,3501.47
C00623,2025-06-21,403.01
C00623,2025-07-22,3036.95
C00624,2025-06-05,2743.78
C00625,2025-06-19,3789.76
C00626,2025-06-08,2389.82
C00627,2025-06-04,1140.8
C00628,2025-06-07,2328.02
C00628,2025-07-28,3398.09
C00629,2025-06-07,2263.87
C00629,2025-07-16,1139.86
C00630,2025-06-18,2419.02
C00630,2025-07-17,3664.24
C00631,2025-06-28,1809.7
C00631,2025-07-15,796.85
C00632,2025-06-17,2944.04
C00633,2025-06-04,2618.4
C00634,2025-06-17,677.74
C00635,2025-06-13,2313.91
C00636,2025-06-07,2383.22
C00637,2025-06-05,1681.45
C00638,2025-06-13,1176.54
C00639,2025-06-01,2897.15
C00640,2025-06-15,1409.74
C00641,2025-06-14,3661.58
C00641,2025-07-28,1045.92
C00641,2025-08-24,3521.87
C00641,2025-09-24,3413.45
C00642,2025-06-24,2817.92
C00643,2025-06-04,1185.41
C00644,2025-06-17,3807.71
C00645,2025-06-02,3321.22
C00646,2025-06-12,2330.68
C00647,2025-06-04,426.34
C00648,2025-06-08,1242.03
C00648,2025-07-15,378.75
C00649,2025-06-15,720.23
C00649,2025-07-04,572.89
C00649,2025-08-05,2350.71
C00649,2025-09-22,2777.39
C00650,2025-06-19,3538.99
C00651,2025-06-23,3117.34
C00651,2025-07-15,351.06
C00652,2025-06-05,2102.53
C00653,2025-06-02,3261.68
C00653,2025-07-06,2595.56
C00654,2025-06-20,1752.49
C00655,2025-06-06,2863.8
C00656,2025-06-08,3530.18
C00657,2025-06-03,1635.45
C00658,2025-07-05,2480.13
C00658,2025-08-06,3330.97
C00659,2025-07-11,2435.06
C00660,2025-07-12,1463.13
C00661,2025-07-16,1534.98
C00661,2025-08-15,3542.23
C00662,2025-07-21,839.57
C00663,2025-07-09,1722.4
C00663,2025-08-09,1620.28
C00664,2025-07-19,3840.75
C00665,2025-07-02,3685.7
C00666,2025-07-04,3527.82
C00667,2025-07-21,2415.55
C00667,2025-08-26,1341.86
C00668,2025-07-28,3247.79
C00668,2025-08-03,1424.78
C00669,2025-07-24,1641.82
C00670,2025-07-08,1596.59
C00671,2025-07-13,1537.38
C00672,2025-07-22,1495.84
C00673,2025-07-16,2163.81
C00674,2025-07-26,1168.81
C00675,2025-07-05,1059.84
C00676,2025-07-22,1976.57
C00677,2025-07-19,3157.69
C00678,2025-07-19,545.4
C00679,2025-07-10,1232.84
C00680,2025-07-22,3768.49
C00681,2025-07-07,2458.37
C00681,2025-08-06,1425.68
C00682,2025-07-15,1620.81
C00683,2025-07-14,2968.46
C00684,2025-07-27,2092.71
C00685,2025-07-09,3621.61
C00686,2025-07-25,908.89
C00686,2025-08-23,374.24
C00686,2025-09-15,1041.29
C00687,2025-07-28,2157.09
C00687,2025-08-08,3015.39
C00688,2025-07-20,479.82
C00688,2025-08-27,3539.41
C00689,2025-07-05,318.69
C00689,2025-08-21,3539.14
C00690,2025-07-01,1085.24
C00691,2025-07-24,400.21
C00692,2025-07-20,2812.17
C00693,2025-07-02,3494.23
C00694,2025-07-03,2617.35
C00695,2025-07-16,3954.95
C00696,2025-07-15,3531.26
C00696,2025-08-11,2387.32
C00697,2025-07-02,1836.0
C00698,2025-07-27,1517.91
C00698,2025-08-05,1078.78
C00699,2025-07-27,632.51
C00700,2025-07-14,1573.2
C00701,2025-07-28,2353.48
C00702,2025-07-20,2427.4
C00702,2025-08-20,1253.97
C00703,2025-07-25,417.04
C00704,2025-07-21,3158.64
C00705,2025-07-15,2369.41
C00706,2025-07-17,3781.48
C00706,2025-08-01,2365.09
C00706,2025-09-26,3164.41
C00707,2025-07-21,1144.22
C00708,2025-07-03,3766.72
C00709,2025-07-04,522.62
C00710,2025-07-18,3176.27
C00710,2025-08-20,1652.75
C00710,2025-09-06,3522.09
C00711,2025-07-25,899.7
C00711,2025-08-25,2925.64
C00712,2025-07-28,2146.07
C00713,2025-07-12,3633.81
C00714,2025-07-07,1498.18
C00715,2025-07-04,2742.1
C00715,2025-08-26,2688.2
C00716,2025-07-28,1597.53
C00716,2025-08-13,1816.73
C00717,2025-07-22,2620.35
C00717,2025-08-09,376.83
C00718,2025-07-08,1156.11
C00718,2025-08-25,1874.76
C00718,2025-09-16,1101.45
C00719,2025-07-06,2066.27
C00720,2025-07-25,1288.92
C00721,2025-07-27,1410.31
C00721,2025-08-01,2096.54
C00722,2025-07-06,1483.14
C00723,2025-07-15,1084.65
C00723,2025-08-26,1076.33
C00724,2025-07-12,470.9
C00725,2025-07-15,974.5
C00726,2025-07-10,2835.07
C00727,2025-07-05,3905.04
C00727,2025-08-10,857.97
C00728,2025-07-04,3079.83
C00729,2025-07-13,633.86
C00730,2025-07-22,2950.52
C00731,2025-07-02,2465.51
C00731,2025-08-21,2851.0
C00731,2025-09-17,2502.17
C00732,2025-07-23,688.01
C00732,2025-08-11,538.86
C00732,2025-09-16,3891.18
C00733,2025-07-01,962.23
C00734,2025-07-05,2642.84
C00735,2025-07-04,2260.75
C00736,2025-07-03,1592.93
C00736,2025-08-08,3006.17
C00736,2025-09-06,356.27
C00736,2025-10-02,1026.85
C00736,2025-11-26,2359.49
C00737,2025-07-01,1505.13
C00737,2025-08-15,2312.69
C00738,2025-07-23,1818.38
C00739,2025-07-24,2955.71
C00740,2025-07-11,2297.99
C00741,2025-07-05,1732.19
C00742,2025-07-14,3273.89
C00743,2025-07-21,319.43
C00744,2025-07-09,2866.56
C00745,2025-07-08,3354.56
C00746,2025-07-03,3419.31
C00747,2025-07-23,483.19
C00748,2025-07-11,2833.95
C00749,2025-07-22,1467.78
C00750,2025-07-01,2051.84
C00751,2025-07-16,2187.48
C00752,2025-07-13,1167.41
C00753,2025-07-24,3516.91
C00754,2025-07-03,1756.04
C00755,2025-07-20,2740.52
C00756,2025-07-03,2626.93
C00757,2025-07-08,3718.61
C00758,2025-07-09,3662.36
C00759,2025-07-24,1586.78
C00760,2025-07-19,1118.53
C00760,2025-08-25,2256.37
C00761,2025-07-17,925.79
C00762,2025-07-22,937.7
C00763,2025-07-15,957.54
C00764,2025-07-28,3607.89
C00765,2025-07-02,1491.26
C00766,2025-07-28,3325.75
C00766,2025-08-05,2899.7
C00767,2025-08-12,2753.12
C00768,2025-08-10,1975.38
C00768,2025-09-13,1374.85
C00769,2025-08-04,1962.46
C00770,2025-08-26,945.7
C00771,2025-08-01,2816.67
C00772,2025-08-17,2742.98
C00773,2025-08-17,1558.35
C00774,2025-08-01,2357.94
C00774,2025-09-09,513.62
C00774,2025-10-23,2315.24
C00775,2025-08-09,1194.78
C00776,2025-08-03,2243.15
C00777,2025-08-03,1046.23
C00778,2025-08-26,1374.68
C00779,2025-08-02,2954.4
C00780,2025-08-02,2936.38
C00781,2025-08-14,1894.58
C00782,2025-08-09,1603.7
C00783,2025-08-19,779.05
C00784,2025-08-28,2934.02
C00785,2025-08-22,1051.58
C00786,2025-08-03,3097.34
C00787,2025-08-17,1834.44
C00788,2025-08-21,3101.03
C00788,2025-09-19,2384.91
C00789,2025-08-23,3406.45
C00790,2025-08-16,952.06
C00790,2025-09-13,2117.7
C00791,2025-08-27,335.19
C00791,2025-09-07,1786.21
C00791,2025-10-22,1387.73
C00792,2025-08-13,3148.55
C00792,2025-09-08,3437.19
C00793,2025-08-01,676.31
C00793,2025-09-25,1097.85
C00794,2025-08-27,2819.64
C00795,2025-08-16,3493.09
C00796,2025-08-24,1846.32
C00797,2025-08-14,3322.34
C00798,2025-08-05,1485.81
C00798,2025-09-01,988.74
C00799,2025-08-17,1270.67
C00800,2025-08-09,2756.63
C00801,2025-08-13,2190.63
C00802,2025-08-02,1435.33
C00802,2025-09-13,3267.3
C00803,2025-08-09,1428.38
C00803,2025-09-07,2286.34
C00804,2025-08-15,2728.39
C00805,2025-08-05,1653.19
C00806,2025-08-07,1988.79
C00807,2025-08-22,489.29
C00808,2025-08-18,550.28
C00809,2025-08-27,1497.15
C00809,2025-09-26,1924.7
C00809,2025-10-07,3269.11
C00810,2025-08-15,1802.22
C00811,2025-08-07,3548.83
C00811,2025-09-14,3475.06
C00811,2025-10-05,3491.73
C00811,2025-11-20,2139.45
C00811,2025-12-24,2375.92
C00812,2025-08-16,1116.98
C00813,2025-08-24,1391.1
C00813,2025-09-27,888.13
C00814,2025-08-23,1065.56
C00814,2025-09-04,1046.02
C00814,2025-10-02,1834.36
C00815,2025-08-09,2912.98
C00816,2025-08-14,872.9
C00816,2025-09-23,793.56
C00816,2025-10-15,1386.45
C00816,2025-11-19,3249.66
C00817,2025-08-24,869.76
C00818,2025-08-11,2330.3
C00818,2025-09-26,2761.92
C00818,2025-10-02,1512.18
C00818,2025-11-10,1126.45
C00819,2025-08-03,1033.18
C00819,2025-09-06,1890.48
C00820,2025-08-04,443.61
C00821,2025-08-22,3716.27
C00822,2025-08-17,2247.44
C00823,2025-08-12,365.76
C00824,2025-08-03,1041.89
C00824,2025-09-10,2511.77
C00825,2025-08-03,1044.9
C00826,2025-08-25,3604.34
C00827,2025-08-08,2441.51
C00828,2025-08-19,2515.54
C00829,2025-08-12,1019.19
C00829,2025-09-10,485.21
C00830,2025-08-15,2079.85
C00831,2025-08-12,961.77
C00832,2025-08-10,3293.34
C00833,2025-08-15,653.97
C00834,2025-08-26,897.07
C00835,2025-08-02,424.79
C00836,2025-08-04,1828.13
C00837,2025-08-14,2438.56
C00838,2025-08-12,2992.21
C00839,2025-08-12,927.88
C00840,2025-08-11,318.32
C00841,2025-08-27,2076.91
C00841,2025-09-04,694.18
C00841,2025-10-05,2135.68
C00842,2025-08-04,1499.8
C00842,2025-09-19,2281.23
C00843,2025-08-12,3812.76
C00844,2025-08-18,1052.8
C00844,2025-09-08,2988.35
C00845,2025-08-08,3595.25
C00845,2025-09-02,2107.08
C00846,2025-08-19,1080.46
C00847,2025-08-03,3075.16
C00847,2025-09-09,3993.18
C00848,2025-08-20,2217.03
C00849,2025-08-04,612.01
C00850,2025-08-08,1201.17
C00851,2025-08-17,2929.92
C00851,2025-09-08,570.3
C00852,2025-08-04,452.52
C00853,2025-08-23,946.39
C00854,2025-08-03,3299.04
C00855,2025-08-06,339.83
C00856,2025-08-14,3210.43
C00856,2025-09-26,1205.9
C00857,2025-08-22,918.4
C00858,2025-08-25,819.37
C00858,2025-09-08,2838.33
C00859,2025-08-03,3989.99
C00860,2025-08-16,439.6
C00861,2025-08-11,3659.96
C00862,2025-08-21,531.77
C00863,2025-08-02,3429.18
C00864,2025-08-03,2708.5
C00865,2025-08-19,900.24
C00866,2025-08-22,3156.68
C00867,2025-08-09,3365.19
C00868,2025-08-02,3056.36
C00869,2025-08-26,2816.36
C00869,2025-09-13,3353.14
C00870,2025-08-28,2197.91
C00871,2025-08-19,2267.18
C00872,2025-08-04,551.72
C00873,2025-08-26,1232.42
C00874,2025-08-08,1188.39
C00875,2025-08-18,1175.58
C00876,2025-08-22,3591.28
C00876,2025-09-22,3200.21
C00877,2025-08-22,3163.46
C00878,2025-08-13,1803.09
C00878,2025-09-21,2786.16
C00879,2025-08-22,2501.0
C00880,2025-09-10,316.63
C00881,2025-09-01,3818.67
C00882,2025-09-16,1849.03
C00883,2025-09-15,839.57
C00884,2025-09-03,1608.74
C00885,2025-09-20,420.51
C00886,2025-09-09,992.97
C00887,2025-09-14,2745.7
C00888,2025-09-04,1100.39
C00889,2025-09-13,3344.86
C00889,2025-10-09,1530.85
C00889,2025-11-06,1129.54
C00890,2025-09-20,3563.26
C00891,2025-09-10,2148.81
C00892,2025-09-17,3225.75
C00893,2025-09-28,3373.32
C00893,2025-10-17,333.52
C00894,2025-09-04,3796.52
C00895,2025-09-26,2731.46
C00896,2025-09-22,673.36
C00897,2025-09-28,3086.62
C00898,2025-09-05,3735.86
C00899,2025-09-22,1839.3
C00900,2025-09-11,1943.16
C00901,2025-09-12,1429.73
C00902,2025-09-22,1690.69
C00903,2025-09-22,520.84
C00904,2025-09-16,1645.77
C00905,2025-09-02,3538.3
C00906,2025-09-04,2362.43
C00907,2025-09-25,2196.19
C00907,2025-10-20,3074.32
C00907,2025-11-11,2085.14
C00907,2025-12-09,834.75
C00908,2025-09-19,2179.57
C00909,2025-09-06,3065.28
C00910,2025-09-09,2620.99
C00910,2025-10-25,2313.86
C00911,2025-09-14,2700.56
C00912,2025-09-22,2665.91
C00913,2025-09-23,1632.89
C00914,2025-09-11,898.94
C00915,2025-09-27,478.8
C00916,2025-09-05,1042.9
C00917,2025-09-02,899.95
C00918,2025-09-06,2821.21
C00919,2025-09-19,1401.24
C00920,2025-09-12,3859.87
C00920,2025-10-10,3597.6
C00921,2025-09-20,1487.33
C00922,2025-09-04,2821.76
C00923,2025-09-11,1726.41
C00924,2025-09-09,716.13
C00925,2025-09-20,1965.88
C00926,2025-09-21,891.44
C00927,2025-09-02,862.66
C00928,2025-09-16,2747.03
C00929,2025-09-14,3084.74
C00930,2025-09-12,2954.01
C00931,2025-09-26,1366.99
C00932,2025-09-09,1963.73
C00932,2025-10-18,3358.59
C00933,2025-09-12,2527.94
C00934,2025-09-08,3577.79
C00935,2025-09-04,3088.82
C00936,2025-09-14,3387.28
C00937,2025-09-10,913.91
C00937,2025-10-24,2645.47
C00938,2025-09-25,1794.18
C00939,2025-09-26,3047.07
C00940,2025-09-13,2149.3
C00941,2025-09-28,987.22
C00942,2025-09-18,3021.94
C00943,2025-09-10,794.19
C00944,2025-09-03,3720.83
C00944,2025-10-01,3452.16
C00945,2025-09-19,1900.45
C00945,2025-10-24,1313.11
C00946,2025-09-26,3456.03
C00946,2025-10-08,2784.74
C00947,2025-09-17,762.28
C00948,2025-09-02,3049.13
C00949,2025-09-21,1709.49
C00950,2025-09-21,2905.21
C00951,2025-09-20,3616.18
C00952,2025-09-25,2532.41
C00953,2025-09-09,2548.41
C00954,2025-09-10,647.21
C00955,2025-09-26,591.07
C00955,2025-10-17,567.07
C00956,2025-09-11,1108.05
C00957,2025-09-25,813.42
C00958,2025-09-02,3915.91
C00959,2025-09-20,3287.29
C00959,2025-10-27,2030.06
C00960,2025-09-10,2628.96
C00961,2025-09-11,2263.56
C00961,2025-10-18,3235.83
C00961,2025-11-27,3903.44
C00962,2025-09-23,412.82
C00963,2025-09-01,3299.87
C00964,2025-09-12,533.31
C00965,2025-09-24,631.22
C00965,2025-10-13,2194.72
C00966,2025-09-08,2766.83
C00967,2025-09-02,3275.43
C00968,2025-09-11,2733.96
C00968,2025-10-21,2068.14
C00968,2025-11-15,3885.98
C00969,2025-09-20,1982.22
C00970,2025-09-07,713.96
C00970,2025-10-25,1018.57
C00971,2025-09-17,361.16
C00972,2025-09-26,2903.83
C00972,2025-10-09,1044.34
C00973,2025-09-27,3900.15
C00974,2025-09-01,3703.8
C00975,2025-09-24,358.37
C00976,2025-09-14,348.15
C00977,2025-09-24,3065.26
C00978,2025-09-18,1614.91
C00978,2025-10-21,1468.01
C00979,2025-09-04,463.69
C00979,2025-10-12,1857.77
C00979,2025-11-23,1983.71
C00979,2025-12-04,3475.07
C00980,2025-09-16,2098.28
C00980,2025-10-11,3240.57
C00981,2025-09-27,3912.19
C00982,2025-09-17,2384.64
C00983,2025-09-07,1609.12
C00984,2025-09-07,2927.8
C00985,2025-09-17,1915.97
C00986,2025-09-13,895.53
C00987,2025-09-14,795.17
C00987,2025-10-07,2993.17
C00988,2025-09-01,333.76
C00989,2025-09-26,618.37
C00990,2025-09-07,3589.38
C00991,2025-09-03,3476.52
C00992,2025-09-18,3575.66
C00993,2025-09-21,3645.01
C00993,2025-10-07,3651.44
C00994,2025-09-04,662.82
C00995,2025-09-07,1928.14
C00996,2025-09-21,2835.85
C00997,2025-09-25,549.96
C00998,2025-09-02,3488.29
C00998,2025-10-21,2789.71
C00999,2025-09-08,2952.26
C01000,2025-09-16,2541.81
C01000,2025-10-16,2516.57
C01000,2025-11-08,3259.92
C01001,2025-09-01,1751.53
C01002,2025-09-27,1129.46
C01003,2025-09-21,441.68
C01003,2025-10-07,3270.06
C01003,2025-11-02,1787.34
C01004,2025-09-08,3168.75
C01004,2025-10-18,2662.97
C01005,2025-09-09,452.9
C01006,2025-09-16,3101.35
C01006,2025-10-23,657.33
C01006,2025-11-17,902.42
C01007,2025-09-04,2186.29
C01008,2025-09-13,3690.5
C01008,2025-10-28,409.93
C01009,2025-09-03,2159.16
C01010,2025-09-20,3229.73
C01011,2025-09-23,500.68
C01012,2025-09-10,1991.2
C01013,2025-09-18,3056.49
C01013,2025-10-27,2175.93
C01014,2025-09-07,751.97
C01015,2025-09-07,2785.4
C01016,2025-09-20,3912.89
C01017,2025-09-12,2807.31
C01017,2025-10-08,3444.0
C01018,2025-09-04,632.2
C01019,2025-09-10,3120.96
C01019,2025-10-20,2432.08
C01020,2025-10-01,591.76
C01020,2025-11-22,2862.11
C01021,2025-10-17,1725.89
C01022,2025-10-20,2425.69
C01022,2025-11-25,3010.95
C01023,2025-10-01,3397.6
C01024,2025-10-01,2779.46
C01024,2025-11-14,3264.17
C01024,2025-12-20,3788.16
C01025,2025-10-23,796.32
C01026,2025-10-28,1589.39
C01027,2025-10-04,899.9
C01027,2025-11-21,2726.81
C01028,2025-10-20,3396.25
C01029,2025-10-25,1506.07
C01030,2025-10-01,1825.94
C01030,2025-11-08,2312.7
C01031,2025-10-27,1516.22
C01032,2025-10-25,1183.5
C01033,2025-10-03,2268.46
C01033,2025-11-27,3450.17
C01034,2025-10-11,1658.36
C01035,2025-10-15,896.12
C01036,2025-10-21,2754.91
C01037,2025-10-14,3746.16
C01038,2025-10-25,3879.51
C01038,2025-11-07,1106.82
C01039,2025-10-01,2942.89
C01040,2025-10-04,3961.9
C01040,2025-11-15,2572.8
C01040,2025-12-24,1351.93
C01041,2025-10-11,1251.38
C01041,2025-11-23,3505.09
C01042,2025-10-20,3867.96
C01043,2025-10-19,825.48
C01043,2025-11-03,2871.19
C01044,2025-10-03,2999.51
C01045,2025-10-03,1637.55
C01045,2025-11-04,2973.05
C01046,2025-10-17,2843.89
C01047,2025-10-25,1965.11
C01048,2025-10-09,1421.71
C01049,2025-10-23,940.91
C01050,2025-10-04,3486.84
C01051,2025-10-11,3379.46
C01051,2025-11-27,3202.64
C01051,2025-12-07,3270.62
C01052,2025-10-09,2612.09
C01053,2025-10-03,3648.08
C01053,2025-11-22,2748.12
C01054,2025-10-09,968.25
C01054,2025-11-04,3396.41
C01054,2025-12-09,2713.24
C01055,2025-10-08,529.6
C01056,2025-10-09,3454.43
C01056,2025-11-12,1645.44
C01057,2025-10-05,1666.7
C01058,2025-10-12,1655.05
C01059,2025-10-04,3527.92
C01060,2025-10-06,1355.53
C01061,2025-10-25,411.33
C01062,2025-10-08,3121.79
C01063,2025-10-08,2673.27
C01064,2025-10-28,327.9
C01064,2025-11-13,3394.77
C01064,2025-12-01,2048.58
C01065,2025-10-04,2001.83
C01066,2025-10-03,1797.37
C01067,2025-10-06,3666.43
C01068,2025-10-02,737.75
C01068,2025-11-12,1942.5
C01068,2025-12-11,2352.72
C01068,2026-01-08,2090.68
C01068,2026-02-20,3519.8
C01069,2025-10-28,1692.01
C01069,2025-11-14,2241.91
C01069,2025-12-06,2188.79
C01070,2025-10-04,607.4
C01071,2025-10-15,3204.72
C01071,2025-11-26,1976.15
C01072,2025-10-07,1338.33
C01073,2025-10-03,742.92
C01074,2025-10-16,1252.09
C01075,2025-10-21,2715.99
C01076,2025-10-01,2681.18
C01077,2025-10-02,2287.37
C01077,2025-11-16,2758.47
C01077,2025-12-12,836.63
C01078,2025-10-11,3039.38
C01079,2025-10-12,2728.89
C01080,2025-10-23,1139.49
C01081,2025-10-24,603.28
C01081,2025-11-02,1355.13
C01082,2025-10-27,1008.66
C01083,2025-10-19,1037.62
C01083,2025-11-01,2812.74
C01083,2025-12-16,1162.47
C01084,2025-10-17,3457.09
C01085,2025-10-22,3969.85
C01086,2025-10-07,1011.89
C01087,2025-10-10,3998.45
C01088,2025-10-08,3907.27
C01089,2025-10-02,1805.82
C01090,2025-10-22,2923.04
C01091,2025-10-25,899.68
C01092,2025-10-01,872.8
C01093,2025-10-20,1980.39
C01094,2025-10-23,1730.23
C01095,2025-10-18,745.98
C01096,2025-10-05,3668.36
C01097,2025-10-05,2451.23
C01098,2025-10-02,920.67
C01099,2025-10-03,2466.68
C01100,2025-10-14,1236.76
C01101,2025-10-08,3482.82
C01102,2025-10-09,3880.7
C01103,2025-10-04,490.89
C01104,2025-10-04,3879.64
C01105,2025-10-03,1369.19
C01106,2025-10-28,811.98
C01106,2025-11-13,3440.62
C01107,2025-10-21,2911.05
C01108,2025-10-15,1201.86
C01109,2025-10-19,2815.32
C01110,2025-10-17,3860.79
C01110,2025-11-03,2491.09
C01111,2025-10-13,971.64
C01112,2025-10-09,2680.86
C01113,2025-10-17,1252.52
C01114,2025-10-23,3042.74
C01115,2025-10-16,1085.64
C01116,2025-10-01,1946.12
C01117,2025-10-25,2923.75
C01118,2025-10-06,2022.37
C01119,2025-10-08,3919.37
C01119,2025-11-07,2307.41
C01120,2025-10-05,3630.34
C01120,2025-11-24,2920.41
C01121,2025-10-16,3137.46
C01121,2025-11-08,2667.25
C01122,2025-11-02,2186.57
C01123,2025-11-20,1856.91
C01123,2025-12-19,1980.25
C01124,2025-11-18,1616.02
C01125,2025-11-14,1463.63
C01126,2025-11-23,365.17
C01127,2025-11-06,1757.91
C01127,2025-12-21,3137.08
C01128,2025-11-21,1054.88
C01129,2025-11-19,3875.39
C01129,2025-12-25,3446.04
C01130,2025-11-06,3339.83
C01131,2025-11-28,2763.75
C01132,2025-11-02,1033.77
C01132,2025-12-18,1825.35
C01133,2025-11-01,559.19
C01133,2025-12-06,617.39
C01134,2025-11-06,1150.89
C01135,2025-11-23,3205.6
C01136,2025-11-01,722.64
C01137,2025-11-07,849.88
C01138,2025-11-17,1591.06
C01139,2025-11-24,2071.72
C01140,2025-11-02,3730.72
C01141,2025-11-09,638.16
C01142,2025-11-23,3902.17
C01142,2025-12-28,2996.45
C01143,2025-11-16,821.94
C01144,2025-11-18,3279.09
C01145,2025-11-27,2862.74
C01146,2025-11-23,361.52
C01147,2025-11-03,3267.38
C01147,2025-12-19,863.32
C01148,2025-11-15,3274.84
C01149,2025-11-08,2603.06
C01150,2025-11-16,2390.6
C01150,2025-12-07,3754.28
C01150,2026-01-27,2645.65
C01151,2025-11-09,2154.82
C01152,2025-11-11,2980.39
C01152,2025-12-24,386.98
C01153,2025-11-07,2667.24
C01154,2025-11-20,1011.64
C01154,2025-12-10,3982.76
C01155,2025-11-05,882.18
C01156,2025-11-25,1553.88
C01157,2025-11-22,3847.23
C01158,2025-11-10,1767.12
C01159,2025-11-10,505.93
C01160,2025-11-03,1385.81
C01161,2025-11-08,859.63
C01162,2025-11-08,2008.5
C01162,2025-12-04,3204.55
C01163,2025-11-28,1642.5
C01164,2025-11-17,1449.85
C01164,2025-12-22,559.2
C01165,2025-11-16,546.83
C01166,2025-11-17,1120.96
C01167,2025-11-16,3770.82
C01168,2025-11-23,1675.18
C01169,2025-11-24,3755.5
C01170,2025-11-04,3145.85
C01170,2025-12-09,792.29
C01171,2025-11-18,777.12
C01172,2025-11-20,429.96
C01173,2025-11-28,3077.52
C01174,2025-11-14,2223.28
C01174,2025-12-23,647.95
C01175,2025-11-02,417.98
C01176,2025-11-22,799.65
C01176,2025-12-03,1469.23
C01177,2025-11-20,3382.44
C01177,2025-12-06,1731.43
C01178,2025-11-23,1550.72
C01178,2025-12-08,1994.9
C01179,2025-11-03,1260.4
C01180,2025-11-24,3645.74
C01181,2025-11-06,2534.99
C01182,2025-11-15,1754.85
C01182,2025-12-26,779.65
C01182,2026-01-16,695.9
C01183,2025-11-11,3268.0
C01183,2025-12-17,2036.09
C01184,2025-11-05,3912.06
C01185,2025-11-11,939.4
C01186,2025-11-11,2825.68
C01187,2025-11-02,3340.19
C01188,2025-11-19,1572.08
C01189,2025-11-09,2544.15
C01190,2025-11-11,1143.31
C01191,2025-11-09,3813.55
C01192,2025-11-20,1605.66
C01193,2025-11-04,3788.2
C01193,2025-12-22,1819.12
C01194,2025-11-19,3095.67
C01195,2025-11-21,3275.45
C01196,2025-11-24,934.27
C01196,2025-12-10,1236.9
C01197,2025-11-13,1916.87
C01198,2025-11-08,2294.76
C01199,2025-11-27,502.95
C01200,2025-11-06,3437.14
C01201,2025-11-05,3471.55
C01202,2025-11-28,2804.65
C01203,2025-11-02,3236.29
C01204,2025-11-15,3800.81
C01205,2025-11-15,3194.27
